Year,BRA ID,Classes,Average Age,Enrolled,Total Schools,Nominal Enrollment Growth (1 year),Nominal Enrollment Growth (5 years),Year,BRA ID,Classes,Average Age,Enrolled,Total Schools,Nominal Enrollment Growth (1 year),Nominal Enrollment Growth (5 years)
2015,2rn0100,431,13.129,9519,60,-0.018,-0.033,2015,2rn0100,431,13.129,9519,60,-0.018,-0.033
2015,2rn0101,521,12.989,11564,67,-0.022,-0.019,2015,2rn0101,521,12.989,11564,67,-0.022,-0.019
2015,2rn0102,783,12.855,17174,102,-0.065,-0.030,2015,2rn0102,783,12.855,17174,102,-0.065,-0.030
2015,2rn0103,868,12.605,20625,102,-0.044,-0.032,2015,2rn0103,868,12.605,20625,102,-0.044,-0.032
2015,2rn0104,529,12.670,11859,80,-0.013,-0.024,2015,2rn0104,529,12.670,11859,80,-0.013,-0.024
2015,2rn0200,869,12.762,20139,114,-0.026,-0.025,2015,2rn0200,869,12.762,20139,114,-0.026,-0.025
2015,2rn0201,1225,12.773,29898,150,-0.021,-0.021,2015,2rn0201,1225,12.773,29898,150,-0.021,-0.021
2015,2rn0202,2459,12.689,60485,266,-0.024,-0.007,2015,2rn0202,2459,12.689,60485,266,-0.024,-0.007
2015,2rn0203,7033,12.891,184018,511,-0.095,-0.025,2015,2rn0203,7033,12.891,184018,511,-0.095,-0.025
2015,2rn0300,604,12.809,13384,95,-0.043,-0.035,2015,2rn0300,604,12.809,13384,95,-0.043,-0.035
2015,2rn0301,327,12.752,7416,48,-0.021,-0.026,2015,2rn0301,327,12.752,7416,48,-0.021,-0.026
2015,2rn0302,2587,12.447,63241,267,-0.075,-0.022,2015,2rn0302,2587,12.447,63241,267,-0.075,-0.022
2015,2rn0303,970,12.540,21490,156,-0.034,-0.026,2015,2rn0303,970,12.540,21490,156,-0.034,-0.026
2015,2rn0304,556,12.379,12475,91,-0.037,-0.040,2015,2rn0304,556,12.379,12475,91,-0.037,-0.040
2015,2rn0305,604,12.902,12166,117,-0.010,-0.030,2015,2rn0305,604,12.902,12166,117,-0.010,-0.030
2015,2rn0306,1150,12.893,28856,148,-0.040,-0.024,2015,2rn0306,1150,12.893,28856,148,-0.040,-0.024
2015,2se0000,1433,12.413,34042,184,-0.035,-0.017,2015,2se0000,1433,12.413,34042,184,-0.035,-0.017
2015,2se0001,1011,12.679,24442,127,-0.049,-0.026,2015,2se0001,1011,12.679,24442,127,-0.049,-0.026
2015,2se0002,666,12.604,14584,98,-0.011,-0.017,2015,2se0002,666,12.604,14584,98,-0.011,-0.017
2015,2se0003,988,12.791,23781,117,-0.023,-0.020,2015,2se0003,988,12.791,23781,117,-0.023,-0.020
2015,2se0100,5706,12.622,146219,422,-0.061,-0.006,2015,2se0100,5706,12.622,146219,422,-0.061,-0.006
2015,2se0101,807,12.429,19791,88,-0.022,-0.009,2015,2se0101,807,12.429,19791,88,-0.022,-0.009
2015,2se0102,1513,12.738,36500,208,-0.034,-0.024,2015,2se0102,1513,12.738,36500,208,-0.034,-0.024
2015,2se0103,447,12.387,11008,56,-0.026,-0.011,2015,2se0103,447,12.387,11008,56,-0.026,-0.011
2015,2se0104,1161,12.696,29078,142,-0.043,-0.022,2015,2se0104,1161,12.696,29078,142,-0.043,-0.022
2015,2se0105,570,12.643,12603,82,-0.032,-0.024,2015,2se0105,570,12.643,12603,82,-0.032,-0.024
2015,2se0106,991,12.469,20417,115,-0.054,-0.027,2015,2se0106,991,12.469,20417,115,-0.054,-0.027
2015,2se0200,666,12.639,14233,111,-0.021,-0.021,2015,2se0200,666,12.639,14233,111,-0.021,-0.021
2015,2se0201,1687,12.636,39184,221,-0.032,-0.007,2015,2se0201,1687,12.636,39184,221,-0.032,-0.007
2015,3df0000,19782,12.331,502653,889,-0.051,-0.014,2015,3df0000,19782,12.331,502653,889,-0.051,-0.014
2015,3go0000,3906,12.379,102757,303,-0.039,-0.009,2015,3go0000,3906,12.379,102757,303,-0.039,-0.009
2015,3go0001,746,12.355,16522,81,-0.045,-0.039,2015,3go0001,746,12.355,16522,81,-0.045,-0.039
2015,3go0002,1880,12.359,41114,173,-0.017,-0.027,2015,3go0002,1880,12.359,41114,173,-0.017,-0.027
2015,3go0003,14193,12.487,386676,949,-0.025,-0.012,2015,3go0003,14193,12.487,386676,949,-0.025,-0.012
2015,3go0004,481,12.467,8929,51,-0.055,-0.041,2015,3go0004,481,12.467,8929,51,-0.055,-0.041
2015,3go0100,8843,12.300,235943,650,-0.014,0.001,2015,3go0100,8843,12.300,235943,650,-0.014,0.001
2015,3go0101,1076,12.405,23159,123,-0.021,-0.022,2015,3go0101,1076,12.405,23159,123,-0.021,-0.022
2015,3go0200,444,12.221,8339,51,-0.039,-0.040,2015,3go0200,444,12.221,8339,51,-0.039,-0.040
2015,3go0201,763,12.565,15377,89,-0.026,-0.032,2015,3go0201,763,12.565,15377,89,-0.026,-0.032
2015,3go0202,691,12.542,14072,62,-0.029,-0.032,2015,3go0202,691,12.542,14072,62,-0.029,-0.032
2015,3go0300,757,12.451,13728,94,-0.022,-0.019,2015,3go0300,757,12.451,13728,94,-0.022,-0.019
2015,3go0301,1993,12.329,42962,182,-0.068,-0.035,2015,3go0301,1993,12.329,42962,182,-0.068,-0.035
2015,3go0400,1153,12.261,26357,102,-0.077,-0.011,2015,3go0400,1153,12.261,26357,102,-0.077,-0.011
2015,3go0401,2826,12.290,66128,221,-0.019,-0.013,2015,3go0401,2826,12.290,66128,221,-0.019,-0.013
2015,3go0402,866,12.486,18257,83,-0.046,-0.026,2015,3go0402,866,12.486,18257,83,-0.046,-0.026
2015,3go0403,767,12.173,16801,61,-0.060,-0.013,2015,3go0403,767,12.173,16801,61,-0.060,-0.013
2015,3go0404,3349,12.145,84898,260,-0.033,-0.005,2015,3go0404,3349,12.145,84898,260,-0.033,-0.005
2015,3go0405,902,12.342,21191,76,-0.004,-0.015,2015,3go0405,902,12.342,21191,76,-0.004,-0.015
2015,3ms0000,922,12.416,21885,69,-0.018,-0.023,2015,3ms0000,922,12.416,21885,69,-0.018,-0.023
2015,3ms0001,6433,12.182,167756,343,-0.051,-0.013,2015,3ms0001,6433,12.182,167756,343,-0.051,-0.013
2015,3ms0100,604,12.471,13009,37,0.013,0.013,2015,3ms0100,604,12.471,13009,37,0.013,0.013
2015,3ms0101,751,12.257,17065,48,-0.029,-0.022,2015,3ms0101,751,12.257,17065,48,-0.029,-0.022
2015,3ms0102,566,12.942,13781,36,-0.045,-0.013,2015,3ms0102,566,12.942,13781,36,-0.045,-0.013
2015,3ms0103,1296,12.536,31456,68,-0.073,-0.006,2015,3ms0103,1296,12.536,31456,68,-0.073,-0.006
2015,3ms0200,1047,12.394,22254,76,-0.026,-0.026,2015,3ms0200,1047,12.394,22254,76,-0.026,-0.026
2015,3ms0201,1228,12.326,28891,75,-0.086,-0.030,2015,3ms0201,1228,12.326,28891,75,-0.086,-0.030
2015,3ms0300,991,12.362,22401,73,-0.031,-0.026,2015,3ms0300,991,12.362,22401,73,-0.031,-0.026
2015,3ms0301,4332,12.226,110407,257,-0.028,-0.007,2015,3ms0301,4332,12.226,110407,257,-0.028,-0.007
2015,3ms0302,2032,12.486,48619,116,-0.034,-0.015,2015,3ms0302,2032,12.486,48619,116,-0.034,-0.015
2015,3mt0000,1217,12.550,26869,108,-0.020,-0.015,2015,3mt0000,1217,12.550,26869,108,-0.020,-0.015
2015,3mt0001,256,12.174,5631,24,0.003,-0.005,2015,3mt0001,256,12.174,5631,24,0.003,-0.005
2015,3mt0002,6669,12.369,166726,455,-0.042,-0.001,2015,3mt0002,6669,12.369,166726,455,-0.042,-0.001
2015,3mt0003,334,12.446,5921,36,0.026,-0.029,2015,3mt0003,334,12.446,5921,36,0.026,-0.029
2015,3mt0100,1211,12.962,23038,131,0.010,0.003,2015,3mt0100,1211,12.962,23038,131,0.010,0.003
2015,3mt0101,721,12.935,13478,56,-0.034,-0.012,2015,3mt0101,721,12.935,13478,56,-0.034,-0.012
2015,3mt0102,1222,12.702,23668,106,0.008,-0.011,2015,3mt0102,1222,12.702,23668,106,0.008,-0.011
2015,3mt0200,953,12.662,20011,72,-0.030,-0.025,2015,3mt0200,953,12.662,20011,72,-0.030,-0.025
2015,3mt0201,1791,12.161,45095,105,-0.013,0.024,2015,3mt0201,1791,12.161,45095,105,-0.013,0.024
2015,3mt0202,669,12.555,14034,60,-0.029,-0.028,2015,3mt0202,669,12.555,14034,60,-0.029,-0.028
2015,3mt0203,1483,12.777,29240,133,-0.030,-0.023,2015,3mt0203,1483,12.777,29240,133,-0.030,-0.023
2015,3mt0204,1314,12.554,27676,116,-0.031,-0.025,2015,3mt0204,1314,12.554,27676,116,-0.031,-0.025
2015,3mt0205,419,12.786,7890,45,-0.008,0.025,2015,3mt0205,419,12.786,7890,45,-0.008,0.025
2015,3mt0206,942,12.146,20452,73,0.009,0.006,2015,3mt0206,942,12.146,20452,73,0.009,0.006
2015,3mt0207,1564,12.349,37590,91,-0.029,-0.004,2015,3mt0207,1564,12.349,37590,91,-0.029,-0.004
2015,3mt0300,302,12.423,6917,21,0.017,0.007,2015,3mt0300,302,12.423,6917,21,0.017,0.007
2015,3mt0301,816,12.275,19815,45,-0.011,0.021,2015,3mt0301,816,12.275,19815,45,-0.011,0.021
2015,3mt0302,2364,12.326,54851,151,-0.018,0.001,2015,3mt0302,2364,12.326,54851,151,-0.018,0.001
2015,3mt0303,484,13.018,8778,59,-0.058,-0.044,2015,3mt0303,484,13.018,8778,59,-0.058,-0.044
2015,3mt0400,689,12.357,14265,50,-0.041,-0.015,2015,3mt0400,689,12.357,14265,50,-0.041,-0.015
2015,3mt0401,1032,12.654,20434,76,-0.019,-0.018,2015,3mt0401,1032,12.654,20434,76,-0.019,-0.018
2015,3mt0402,1255,12.467,28742,93,-0.044,-0.016,2015,3mt0402,1255,12.467,28742,93,-0.044,-0.016
2015,4es0000,1186,12.256,24025,149,-0.034,-0.013,2015,4es0000,1186,12.256,24025,149,-0.034,-0.013
2015,4es0001,1577,12.259,35877,160,-0.051,-0.002,2015,4es0001,1577,12.259,35877,160,-0.051,-0.002
2015,4es0002,831,12.309,17398,123,-0.037,-0.022,2015,4es0002,831,12.309,17398,123,-0.037,-0.022
2015,4es0003,10978,12.271,285514,558,-0.073,-0.014,2015,4es0003,10978,12.271,285514,558,-0.073,-0.014
2015,4es0100,2482,12.087,60776,213,-0.068,-0.013,2015,4es0100,2482,12.087,60776,213,-0.068,-0.013
2015,4es0101,474,12.203,10191,54,-0.020,-0.018,2015,4es0101,474,12.203,10191,54,-0.020,-0.018
2015,4es0102,1670,12.120,37598,169,-0.077,-0.026,2015,4es0102,1670,12.120,37598,169,-0.077,-0.026
2015,4es0200,695,12.199,15724,104,-0.053,-0.027,2015,4es0200,695,12.199,15724,104,-0.053,-0.027
2015,4es0201,1527,12.397,33797,249,-0.047,-0.022,2015,4es0201,1527,12.397,33797,249,-0.047,-0.022
2015,4es0202,999,12.260,22557,161,-0.020,-0.017,2015,4es0202,999,12.260,22557,161,-0.020,-0.017
2015,4es0300,1352,12.347,28364,140,-0.054,-0.022,2015,4es0300,1352,12.347,28364,140,-0.054,-0.022
2015,4es0301,2376,12.211,53715,219,-0.070,-0.025,2015,4es0301,2376,12.211,53715,219,-0.070,-0.025
2015,4es0302,746,12.095,15253,83,-0.031,-0.001,2015,4es0302,746,12.095,15253,83,-0.031,-0.001
2015,4mg0000,1583,12.515,37139,150,-0.077,-0.030,2015,4mg0000,1583,12.515,37139,150,-0.077,-0.030
2015,4mg0001,1081,12.472,25696,78,-0.062,-0.028,2015,4mg0001,1081,12.472,25696,78,-0.062,-0.028
2015,4mg0002,1302,12.412,29289,122,-0.072,-0.030,2015,4mg0002,1302,12.412,29289,122,-0.072,-0.030
2015,4mg0100,1184,12.298,28261,95,-0.031,-0.023,2015,4mg0100,1184,12.298,28261,95,-0.031,-0.023
2015,4mg0101,1121,12.240,27529,111,-0.047,-0.035,2015,4mg0101,1121,12.240,27529,111,-0.047,-0.035
2015,4mg0102,752,12.458,17216,71,-0.070,-0.033,2015,4mg0102,752,12.458,17216,71,-0.070,-0.033
2015,4mg0200,1499,12.492,35261,197,-0.044,-0.026,2015,4mg0200,1499,12.492,35261,197,-0.044,-0.026
2015,4mg0201,1460,12.718,33562,186,-0.043,-0.028,2015,4mg0201,1460,12.718,33562,186,-0.043,-0.028
2015,4mg0202,1993,12.765,42076,254,-0.048,-0.035,2015,4mg0202,1993,12.765,42076,254,-0.048,-0.035
2015,4mg0203,735,12.842,16786,77,-0.053,-0.043,2015,4mg0203,735,12.842,16786,77,-0.053,-0.043
2015,4mg0204,677,12.639,16536,82,-0.057,-0.039,2015,4mg0204,677,12.639,16536,82,-0.057,-0.039
2015,4mg0300,30577,12.465,828532,1659,-0.085,-0.027,2015,4mg0300,30577,12.465,828532,1659,-0.085,-0.027
2015,4mg0301,961,12.836,19033,126,-0.015,-0.028,2015,4mg0301,961,12.836,19033,126,-0.015,-0.028
2015,4mg0302,2018,12.426,43644,180,-0.095,-0.034,2015,4mg0302,2018,12.426,43644,180,-0.095,-0.034
2015,4mg0303,2687,12.376,66299,221,-0.091,-0.039,2015,4mg0303,2687,12.376,66299,221,-0.091,-0.039
2015,4mg0304,479,12.578,10718,53,-0.018,-0.015,2015,4mg0304,479,12.578,10718,53,-0.018,-0.015
2015,4mg0305,1585,12.559,33504,123,-0.100,-0.039,2015,4mg0305,1585,12.559,33504,123,-0.100,-0.039
2015,4mg0306,959,12.579,22874,79,-0.068,-0.028,2015,4mg0306,959,12.579,22874,79,-0.068,-0.028
2015,4mg0307,2748,12.348,69627,213,-0.065,-0.036,2015,4mg0307,2748,12.348,69627,213,-0.065,-0.036
2015,4mg0400,1744,12.348,42639,137,-0.068,-0.030,2015,4mg0400,1744,12.348,42639,137,-0.068,-0.030
2015,4mg0401,1325,12.358,30333,100,-0.046,-0.022,2015,4mg0401,1325,12.358,30333,100,-0.046,-0.022
2015,4mg0500,579,12.433,13729,57,-0.101,-0.038,2015,4mg0500,579,12.433,13729,57,-0.101,-0.038
2015,4mg0501,466,12.732,9386,85,-0.069,-0.032,2015,4mg0501,466,12.732,9386,85,-0.069,-0.032
2015,4mg0502,2116,12.459,48080,220,-0.032,-0.029,2015,4mg0502,2116,12.459,48080,220,-0.032,-0.029
2015,4mg0503,3095,12.793,63385,318,-0.043,-0.030,2015,4mg0503,3095,12.793,63385,318,-0.043,-0.030
2015,4mg0504,5025,12.543,118809,454,-0.050,-0.027,2015,4mg0504,5025,12.543,118809,454,-0.050,-0.027
2015,4mg0505,1298,12.341,30356,122,-0.092,-0.042,2015,4mg0505,1298,12.341,30356,122,-0.092,-0.042
2015,4mg0506,1874,12.601,43126,191,-0.037,-0.031,2015,4mg0506,1874,12.601,43126,191,-0.037,-0.031
2015,4mg0600,715,12.306,17158,58,-0.026,-0.023,2015,4mg0600,715,12.306,17158,58,-0.026,-0.023
2015,4mg0601,3254,12.310,84017,225,-0.048,-0.017,2015,4mg0601,3254,12.310,84017,225,-0.048,-0.017
2015,4mg0602,1003,12.294,23641,86,-0.065,-0.029,2015,4mg0602,1003,12.294,23641,86,-0.065,-0.029
2015,4mg0603,901,12.566,21119,82,-0.026,-0.030,2015,4mg0603,901,12.566,21119,82,-0.026,-0.030
2015,4mg0604,613,12.639,12948,56,-0.046,-0.038,2015,4mg0604,613,12.639,12948,56,-0.046,-0.038
2015,4mg0700,1625,12.365,38155,123,-0.028,-0.020,2015,4mg0700,1625,12.365,38155,123,-0.028,-0.020
2015,4mg0701,507,12.727,11958,59,-0.028,-0.037,2015,4mg0701,507,12.727,11958,59,-0.028,-0.037
2015,4mg0702,1378,12.470,31768,138,-0.095,-0.041,2015,4mg0702,1378,12.470,31768,138,-0.095,-0.041
2015,4mg0703,1544,12.337,36948,112,-0.065,-0.031,2015,4mg0703,1544,12.337,36948,112,-0.065,-0.031
2015,4mg0704,2277,12.361,53808,161,-0.053,-0.026,2015,4mg0704,2277,12.361,53808,161,-0.053,-0.026
2015,4mg0705,2387,12.334,56439,177,-0.032,-0.013,2015,4mg0705,2387,12.334,56439,177,-0.032,-0.013
2015,4mg0706,1027,12.437,24483,84,-0.044,-0.026,2015,4mg0706,1027,12.437,24483,84,-0.044,-0.026
2015,4mg0707,1516,12.422,35147,148,-0.047,-0.029,2015,4mg0707,1516,12.422,35147,148,-0.047,-0.029
2015,4mg0708,1770,12.341,43395,129,-0.042,-0.032,2015,4mg0708,1770,12.341,43395,129,-0.042,-0.032
2015,4mg0709,3130,12.483,78209,241,-0.043,-0.026,2015,4mg0709,3130,12.483,78209,241,-0.043,-0.026
2015,4mg0800,1491,12.248,36154,107,-0.041,-0.014,2015,4mg0800,1491,12.248,36154,107,-0.041,-0.014
2015,4mg0801,1215,12.142,29543,91,-0.020,-0.015,2015,4mg0801,1215,12.142,29543,91,-0.020,-0.015
2015,4mg0802,920,12.211,22012,69,-0.051,-0.032,2015,4mg0802,920,12.211,22012,69,-0.051,-0.032
2015,4mg0803,1699,12.254,42557,134,-0.044,-0.022,2015,4mg0803,1699,12.254,42557,134,-0.044,-0.022
2015,4mg0804,1433,12.307,34603,117,-0.033,-0.025,2015,4mg0804,1433,12.307,34603,117,-0.033,-0.025
2015,4mg0805,2256,12.361,57768,128,-0.054,-0.011,2015,4mg0805,2256,12.361,57768,128,-0.054,-0.011
2015,4mg0806,5220,12.109,135679,304,-0.051,-0.015,2015,4mg0806,5220,12.109,135679,304,-0.051,-0.015
2015,4mg0900,985,12.639,22570,101,-0.044,-0.031,2015,4mg0900,985,12.639,22570,101,-0.044,-0.031
2015,4mg0901,2316,12.629,54904,255,-0.056,-0.033,2015,4mg0901,2316,12.629,54904,255,-0.056,-0.033
2015,4mg1000,1221,12.183,24647,167,-0.035,-0.032,2015,4mg1000,1221,12.183,24647,167,-0.035,-0.032
2015,4mg1001,1986,12.304,46084,189,-0.034,-0.026,2015,4mg1001,1986,12.304,46084,189,-0.034,-0.026
2015,4mg1002,3193,12.478,78949,248,-0.043,-0.028,2015,4mg1002,3193,12.478,78949,248,-0.043,-0.028
2015,4mg1003,1177,12.773,26645,140,-0.052,-0.041,2015,4mg1003,1177,12.773,26645,140,-0.052,-0.041
2015,4mg1004,3430,12.332,90824,243,-0.098,-0.034,2015,4mg1004,3430,12.332,90824,243,-0.098,-0.034
2015,4mg1005,451,12.232,10785,52,-0.045,-0.027,2015,4mg1005,451,12.232,10785,52,-0.045,-0.027
2015,4mg1006,809,12.711,16158,108,-0.043,-0.033,2015,4mg1006,809,12.711,16158,108,-0.043,-0.033
2015,4mg1100,1484,12.456,33035,146,-0.086,-0.042,2015,4mg1100,1484,12.456,33035,146,-0.086,-0.042
2015,4mg1101,4774,12.452,112775,400,-0.080,-0.032,2015,4mg1101,4774,12.452,112775,400,-0.080,-0.032
2015,4mg1102,2422,12.145,52841,302,-0.044,-0.019,2015,4mg1102,2422,12.145,52841,302,-0.044,-0.019
2015,4mg1103,2185,12.326,46054,216,-0.033,-0.021,2015,4mg1103,2185,12.326,46054,216,-0.033,-0.021
2015,4mg1104,1383,12.406,31082,152,-0.059,-0.041,2015,4mg1104,1383,12.406,31082,152,-0.059,-0.041
2015,4mg1105,1774,12.436,43306,142,-0.039,-0.021,2015,4mg1105,1774,12.436,43306,142,-0.039,-0.021
2015,4mg1106,1718,12.521,37431,186,-0.042,-0.032,2015,4mg1106,1718,12.521,37431,186,-0.042,-0.032
2015,4rj0000,1505,12.297,37524,112,-0.052,0.028,2015,4rj0000,1505,12.297,37524,112,-0.052,0.028
2015,4rj0001,4445,12.460,106341,340,-0.041,-0.009,2015,4rj0001,4445,12.460,106341,340,-0.041,-0.009
2015,4rj0100,603,12.569,11134,62,-0.032,-0.028,2015,4rj0100,603,12.569,11134,62,-0.032,-0.028
2015,4rj0101,1925,12.500,38610,214,-0.057,-0.023,2015,4rj0101,1925,12.500,38610,214,-0.057,-0.023
2015,4rj0102,298,12.490,4315,51,-0.062,-0.052,2015,4rj0102,298,12.490,4315,51,-0.062,-0.052
2015,4rj0103,1264,12.530,28065,121,-0.044,-0.017,2015,4rj0103,1264,12.530,28065,121,-0.044,-0.017
2015,4rj0200,2066,12.581,47196,160,-0.084,-0.019,2015,4rj0200,2066,12.581,47196,160,-0.084,-0.019
2015,4rj0201,961,12.678,20129,98,-0.055,-0.029,2015,4rj0201,961,12.678,20129,98,-0.055,-0.029
2015,4rj0202,72729,12.550,1861649,5158,-0.084,-0.026,2015,4rj0202,72729,12.550,1861649,5158,-0.084,-0.026
2015,4rj0203,3475,12.560,81569,310,-0.059,-0.034,2015,4rj0203,3475,12.560,81569,310,-0.059,-0.034
2015,4rj0204,1269,12.807,27362,125,-0.066,-0.036,2015,4rj0204,1269,12.807,27362,125,-0.066,-0.036
2015,4rj0300,1720,12.685,33342,184,-0.064,-0.033,2015,4rj0300,1720,12.685,33342,184,-0.064,-0.033
2015,4rj0301,1105,12.889,20156,122,-0.053,-0.027,2015,4rj0301,1105,12.889,20156,122,-0.053,-0.027
2015,4rj0400,5296,12.372,108442,492,-0.099,-0.022,2015,4rj0400,5296,12.372,108442,492,-0.099,-0.022
2015,4rj0401,2213,12.284,51122,160,-0.087,-0.003,2015,4rj0401,2213,12.284,51122,160,-0.087,-0.003
2015,4rj0500,1731,12.496,39138,152,-0.051,-0.027,2015,4rj0500,1731,12.496,39138,152,-0.051,-0.027
2015,4rj0501,1350,12.674,27212,132,-0.053,-0.026,2015,4rj0501,1350,12.674,27212,132,-0.053,-0.026
2015,4rj0502,4872,12.336,114792,373,-0.088,-0.031,2015,4rj0502,4872,12.336,114792,373,-0.088,-0.031
2015,4sp0000,1101,12.162,26991,78,-0.079,-0.038,2015,4sp0000,1101,12.162,26991,78,-0.079,-0.038
2015,4sp0001,1521,12.188,38542,114,-0.072,-0.028,2015,4sp0001,1521,12.188,38542,114,-0.072,-0.028
2015,4sp0002,1557,12.071,39320,103,-0.054,-0.025,2015,4sp0002,1557,12.071,39320,103,-0.054,-0.025
2015,4sp0100,3210,12.217,78967,199,-0.089,-0.027,2015,4sp0100,3210,12.217,78967,199,-0.089,-0.027
2015,4sp0101,1957,12.194,50506,118,-0.088,-0.022,2015,4sp0101,1957,12.194,50506,118,-0.088,-0.022
2015,4sp0200,1725,12.114,41650,139,-0.072,-0.033,2015,4sp0200,1725,12.114,41650,139,-0.072,-0.033
2015,4sp0201,2071,12.099,49265,149,-0.058,-0.032,2015,4sp0201,2071,12.099,49265,149,-0.058,-0.032
2015,4sp0300,1389,12.165,32414,102,-0.048,-0.012,2015,4sp0300,1389,12.165,32414,102,-0.048,-0.012
2015,4sp0301,3672,12.195,92795,237,-0.065,-0.022,2015,4sp0301,3672,12.195,92795,237,-0.065,-0.022
2015,4sp0302,1466,12.163,36815,100,-0.056,-0.019,2015,4sp0302,1466,12.163,36815,100,-0.056,-0.019
2015,4sp0303,2282,12.080,54880,150,-0.084,-0.033,2015,4sp0303,2282,12.080,54880,150,-0.084,-0.033
2015,4sp0304,1045,12.356,26063,76,-0.082,-0.037,2015,4sp0304,1045,12.356,26063,76,-0.082,-0.037
2015,4sp0400,1232,12.316,27815,117,-0.052,-0.020,2015,4sp0400,1232,12.316,27815,117,-0.052,-0.020
2015,4sp0401,16506,12.151,441286,932,-0.087,-0.024,2015,4sp0401,16506,12.151,441286,932,-0.087,-0.024
2015,4sp0402,2627,12.223,64876,168,-0.074,-0.028,2015,4sp0402,2627,12.223,64876,168,-0.074,-0.028
2015,4sp0403,1313,12.235,29904,97,-0.038,-0.020,2015,4sp0403,1313,12.235,29904,97,-0.038,-0.020
2015,4sp0404,2638,12.352,63822,214,-0.076,-0.035,2015,4sp0404,2638,12.352,63822,214,-0.076,-0.035
2015,4sp0500,1181,12.250,26789,148,-0.055,-0.035,2015,4sp0500,1181,12.250,26789,148,-0.055,-0.035
2015,4sp0501,1397,12.121,34951,110,-0.098,-0.025,2015,4sp0501,1397,12.121,34951,110,-0.098,-0.025
2015,4sp0502,1830,12.132,45009,164,-0.088,-0.039,2015,4sp0502,1830,12.132,45009,164,-0.088,-0.039
2015,4sp0503,1923,12.157,47685,125,-0.050,-0.011,2015,4sp0503,1923,12.157,47685,125,-0.050,-0.011
2015,4sp0600,1899,12.177,48076,157,-0.051,-0.006,2015,4sp0600,1899,12.177,48076,157,-0.051,-0.006
2015,4sp0601,2129,12.157,49576,251,-0.056,-0.031,2015,4sp0601,2129,12.157,49576,251,-0.056,-0.031
2015,4sp0700,3603,12.265,94530,286,-0.043,-0.012,2015,4sp0700,3603,12.265,94530,286,-0.043,-0.012
2015,4sp0701,4261,12.083,111839,243,-0.081,-0.015,2015,4sp0701,4261,12.083,111839,243,-0.081,-0.015
2015,4sp0702,1483,11.992,35777,140,-0.034,-0.024,2015,4sp0702,1483,11.992,35777,140,-0.034,-0.024
2015,4sp0703,9217,12.249,246720,554,-0.067,-0.019,2015,4sp0703,9217,12.249,246720,554,-0.067,-0.019
2015,4sp0800,2079,12.238,52388,135,-0.078,-0.032,2015,4sp0800,2079,12.238,52388,135,-0.078,-0.032
2015,4sp0801,684,12.101,17302,52,-0.040,-0.031,2015,4sp0801,684,12.101,17302,52,-0.040,-0.031
2015,4sp0900,3307,12.053,93950,181,-0.059,-0.018,2015,4sp0900,3307,12.053,93950,181,-0.059,-0.018
2015,4sp0901,9681,12.172,272272,512,-0.056,-0.019,2015,4sp0901,9681,12.172,272272,512,-0.056,-0.019
2015,4sp0902,7780,12.158,217313,498,-0.031,-0.007,2015,4sp0902,7780,12.158,217313,498,-0.031,-0.007
2015,4sp0903,9568,12.243,273513,546,-0.073,-0.024,2015,4sp0903,9568,12.243,273513,546,-0.073,-0.024
2015,4sp0904,12582,12.141,369087,578,-0.069,-0.018,2015,4sp0904,12582,12.141,369087,578,-0.069,-0.018
2015,4sp0905,10012,12.281,258108,558,-0.089,-0.022,2015,4sp0905,10012,12.281,258108,558,-0.089,-0.022
2015,4sp0906,85322,12.233,2333613,3970,-0.091,-0.026,2015,4sp0906,85322,12.233,2333613,3970,-0.091,-0.026
2015,4sp1000,3708,12.188,95582,236,-0.093,-0.031,2015,4sp1000,3708,12.188,95582,236,-0.093,-0.031
2015,4sp1001,3592,12.172,95536,240,-0.059,-0.023,2015,4sp1001,3592,12.172,95536,240,-0.059,-0.023
2015,4sp1002,1507,12.321,38926,92,-0.067,-0.018,2015,4sp1002,1507,12.321,38926,92,-0.067,-0.018
2015,4sp1100,909,12.194,20946,71,-0.104,-0.047,2015,4sp1100,909,12.194,20946,71,-0.104,-0.047
2015,4sp1101,701,12.157,17157,52,-0.075,-0.034,2015,4sp1101,701,12.157,17157,52,-0.075,-0.034
2015,4sp1102,3765,12.222,91282,315,-0.061,-0.035,2015,4sp1102,3765,12.222,91282,315,-0.061,-0.035
2015,4sp1200,805,12.197,21162,58,-0.115,-0.041,2015,4sp1200,805,12.197,21162,58,-0.115,-0.041
2015,4sp1201,756,12.224,17587,57,-0.058,-0.033,2015,4sp1201,756,12.224,17587,57,-0.058,-0.033
2015,4sp1202,2635,12.272,69536,158,-0.068,-0.026,2015,4sp1202,2635,12.272,69536,158,-0.068,-0.026
2015,4sp1203,649,12.185,15379,47,-0.080,-0.032,2015,4sp1203,649,12.185,15379,47,-0.080,-0.032
2015,4sp1204,2739,12.195,64896,194,-0.071,-0.030,2015,4sp1204,2739,12.195,64896,194,-0.071,-0.030
2015,4sp1205,6767,12.172,169889,397,-0.063,-0.023,2015,4sp1205,6767,12.172,169889,397,-0.063,-0.023
2015,4sp1206,1382,12.121,34506,101,-0.073,-0.034,2015,4sp1206,1382,12.121,34506,101,-0.073,-0.034
