Year,BRA ID,Classes,Average Age,Enrolled,Total Schools,Nominal Enrollment Growth (1 year),Nominal Enrollment Growth (5 years),Year,BRA ID,Classes,Average Age,Enrolled,Total Schools,Nominal Enrollment Growth (1 year),Nominal Enrollment Growth (5 years)
2015,1pa030202,633,12.669,11702,117,-0.030,-0.019,2015,1pa030202,633,12.669,11702,117,-0.030,-0.019
2015,1pa030203,331,13.108,7250,68,-0.098,-0.033,2015,1pa030203,331,13.108,7250,68,-0.098,-0.033
2015,1pa030204,359,12.829,8213,64,-0.001,0.012,2015,1pa030204,359,12.829,8213,64,-0.001,0.012
2015,1pa030205,382,12.521,7668,109,0.011,0.003,2015,1pa030205,382,12.521,7668,109,0.011,0.003
2015,1pa030206,330,12.571,8549,57,-0.010,-0.012,2015,1pa030206,330,12.571,8549,57,-0.010,-0.012
2015,1pa030207,254,12.849,5172,48,-0.061,-0.018,2015,1pa030207,254,12.849,5172,48,-0.061,-0.018
2015,1pa030208,171,12.686,4246,35,-0.026,-0.025,2015,1pa030208,171,12.686,4246,35,-0.026,-0.025
2015,1pa030209,186,12.715,5156,31,-0.004,-0.009,2015,1pa030209,186,12.715,5156,31,-0.004,-0.009
2015,1pa030210,398,12.630,9006,86,-0.060,-0.010,2015,1pa030210,398,12.630,9006,86,-0.060,-0.010
2015,1pa030211,522,12.867,13303,81,-0.004,-0.008,2015,1pa030211,522,12.867,13303,81,-0.004,-0.008
2015,1pa030212,673,12.440,16739,119,0.008,0.003,2015,1pa030212,673,12.440,16739,119,0.008,0.003
2015,1pa030300,159,12.200,2843,30,-0.026,-0.020,2015,1pa030300,159,12.200,2843,30,-0.026,-0.020
2015,1pa030301,403,12.976,9392,72,-0.001,-0.006,2015,1pa030301,403,12.976,9392,72,-0.001,-0.006
2015,1pa030302,102,12.845,1942,24,-0.018,-0.039,2015,1pa030302,102,12.845,1942,24,-0.018,-0.039
2015,1pa030303,405,13.395,7818,87,-0.024,-0.027,2015,1pa030303,405,13.395,7818,87,-0.024,-0.027
2015,1pa030304,354,13.334,6967,55,-0.035,-0.030,2015,1pa030304,354,13.334,6967,55,-0.035,-0.030
2015,1pa030305,346,12.867,9810,36,-0.038,-0.020,2015,1pa030305,346,12.867,9810,36,-0.038,-0.020
2015,1pa030306,191,13.302,3947,36,-0.064,-0.027,2015,1pa030306,191,13.302,3947,36,-0.064,-0.027
2015,1pa030307,62,13.490,1505,12,0.086,0.017,2015,1pa030307,62,13.490,1505,12,0.086,0.017
2015,1pa030308,261,13.201,5610,33,0.013,-0.011,2015,1pa030308,261,13.201,5610,33,0.013,-0.011
2015,1pa030309,104,13.983,2849,15,-0.016,-0.011,2015,1pa030309,104,13.983,2849,15,-0.016,-0.011
2015,1pa030310,444,12.533,10916,73,-0.009,-0.022,2015,1pa030310,444,12.533,10916,73,-0.009,-0.022
2015,1pa030400,717,12.679,16077,170,0.034,0.001,2015,1pa030400,717,12.679,16077,170,0.034,0.001
2015,1pa030401,361,13.220,7964,83,-0.044,-0.046,2015,1pa030401,361,13.220,7964,83,-0.044,-0.046
2015,1pa030402,875,13.134,21011,178,0.007,0.002,2015,1pa030402,875,13.134,21011,178,0.007,0.002
